시설명,담당구,주차가능면,주소,위도,경도,시설분류,세부분류
 중앙장례식장 주차장,강서구,23,강서구 공항동 45-99,37.56227362,126.80937285,주차장,공영주차장
KBS스포츠월드,강서구,190,강서구 화곡동 1093-76 ,37.5568367,126.84762004,주차장,공영주차장
NC강서백화점,강서구,652,강서구 등촌동 689-0 ,37.55998779,126.84037793,주차장,공영주차장
SB타워3 주차장,강서구,100,강서구 마곡동 798-4 ,37.558933,126.82384,주차장,공영주차장
가로공원로 지하 주차장(구),강서구,500,강서구 화곡동 662-15,37.53758251,126.83934816,주차장,공영주차장
가양3동 공영주차장(시),강서구,56,강서구 가양동 1488-12,37.56033753,126.85977547,주차장,공영주차장
가양3동 황금내공원길(구),강서구,80,강서구 가양동 1485-0,37.56322542,126.86148738,주차장,공영주차장
가양라이품 공영주차장(시),강서구,38,강서구 가양동 1457-1,37.57155732,126.84165292,주차장,공영주차장
강서1주차장[개화나들목 앞],강서구,53,강서구 방화동 18-1,37.58522128,126.81982059,주차장,공영주차장
강서구 개화동 235-1 ,강서구,0,강서구 개화동 235-1 ,37.55818891,126.84517771,주차장,공영주차장
강서구 공항동 42-4 ,강서구,14,강서구 공항동 42-4 ,37.56098108,126.81069412,주차장,공영주차장
개화산역 공영주차장(시),강서구,322,강서구 방화동 845-0,37.57224302,126.80518976,주차장,공영주차장
개화역 공영주차장(시),강서구,483,강서구 개화동 664-0,37.57798421,126.79821222,주차장,공영주차장
경동미르웰한올림 주차장,강서구,142,강서구 등촌동 656-0,37.55727057,126.85357551,주차장,공영주차장
곰달래 문화복지센터 공영주차장(구),강서구,248,강서구 화곡동 890-0,37.52904612,126.84886082,주차장,공영주차장
공유) 22-29(구),강서구,6,강서구 방화동 816-4 담벼락쪽,37.578319,126.812219,주차장,공영주차장
공항2임시(구),강서구,75,강서구 공항동 703-0,37.55717755,126.8164318,주차장,공영주차장
공항동(송정역)(시),강서구,11,강서구 공항동 42-8,37.56034439,126.81066489,주차장,공영주차장
공항주차장(민영),강서구,30,강서구 방화동 619-1,37.56361281,126.80715898,주차장,민영주차장
공항중학교,강서구,164,강서구 공항동 12-3 ,37.56258542,126.81535501,주차장,공영주차장
공항컨벤션웨딩홀,강서구,59,강서구 내발산동 654-0 ,37.55768624,126.8374907,주차장,공영주차장
국제청소년센터 부설주차장,강서구,75,강서구 방화동 801-0 ,37.57926856,126.80967682,주차장,공영주차장
금강 주차장(민영),강서구,100,강서구 오쇠동 54-0,37.546072,126.799601,주차장,민영주차장
김포공항 국내선 제1주차장,강서구,2370,강서구 공항동 1373-9000 ,37.560122,126.804257,주차장,공영주차장
김포공항 국내선 제2주차장,강서구,1746,강서구 공항동 1373-9001 ,37.558348,126.807332,주차장,공영주차장
김포공항 국제선 주차장,강서구,1000,강서구 방화동 886-9000 ,37.564851,126.802117,주차장,공영주차장
김포공항 화물청사 주차장,강서구,1137,강서구 공항동 1373-9002 ,37.554713,126.809034,주차장,공영주차장
까치산 전통시장 고객주차장(구),강서구,19,강서구 화곡동 342-16,37.53154144,126.84786095,주차장,공영주차장
까치주차장(민영),강서구,14,강서구 화곡동 353-8,37.53356311,126.8423177,주차장,민영주차장
남도주차장(민영),강서구,70,강서구 방화동 488-18,37.57338132,126.81014227,주차장,민영주차장
남부골목 전통시장 고객주차장(구),강서구,17,강서구 화곡동 797-7,37.53231129,126.86085655,주차장,공영주차장
대원주차장(민영),강서구,30,강서구 화곡동 1020-19,37.54398648,126.83610411,주차장,민영주차장
더와이즈 황병원 주차장(민영),강서구,15,강서구 화곡동 105-357,37.54202209,126.84232793,주차장,민영주차장
등촌 2-1 공영주차장(구),강서구,90,강서구 등촌동 531-5,37.54982067,126.86134372,주차장,공영주차장
등촌3동 구암길(구),강서구,52,강서구 등촌동 695-0,37.56083057,126.84587934,주차장,공영주차장
등촌3동 꿈나무길(구),강서구,59,강서구 등촌동 701-0,37.56047198,126.84680334,주차장,공영주차장
려산빌딩,강서구,78,강서구 가양동 134-1 ,37.56805042,126.84264089,주차장,공영주차장
로얄스퀘어호텔 주차장,강서구,38,강서구 공항동 1375-0,37.560632,126.810293,주차장,공영주차장
롯데백화점 김포공항점 주차장,강서구,3800,강서구 방화동 886-0 ,37.564119,126.803464,주차장,공영주차장
루체브릿지 주차장,강서구,92,강서구 마곡동 797-12 ,37.559644,126.836191,주차장,공영주차장
마곡8 임시 주차장(구),강서구,200,강서구 마곡동 728-42,37.556886,126.834794,주차장,공영주차장
마곡GMG타워 주차장,강서구,416,강서구 마곡동 773-2,37.560397,126.82904,주차장,공영주차장
마곡NY타워 주차장,강서구,124,강서구 마곡동 774-11 ,37.560135,126.832719,주차장,공영주차장
마곡사이언스파크뷰 주차장,강서구,181,강서구 마곡동 795-5 ,37.560149,126.836841,주차장,공영주차장
마곡센트럴타워1차 주차장,강서구,185,강서구 마곡동 774-4 ,37.559538,126.832755,주차장,공영주차장
마곡테크노타워2 주차장,강서구,126,강서구 마곡동 799-17 ,37.558168,126.828561,주차장,공영주차장
마커스빌딩 주차장,강서구,139,강서구 마곡동 774-12 ,37.560007,126.833032,주차장,공영주차장
명신주차장(민영),강서구,15,강서구 화곡동 872-36,37.5312761,126.85156267,주차장,민영주차장
방신시장 고객주차장(구),강서구,10,강서구 방화동 858-0,37.57201886,126.81346238,주차장,공영주차장
방화로 공영주차장(시),강서구,59,강서구 공항동 796-0,37.5547934,126.81622509,주차장,공영주차장
방화역(동) 공영주차장(시),강서구,67,강서구 방화동 830-4,37.57730116,126.81331479,주차장,공영주차장
방화역(서) 공영주차장(시),강서구,68,강서구 방화동 829-1,37.57757395,126.81217459,주차장,공영주차장
베뉴지웨딩,강서구,530,강서구 등촌동 678-14 ,37.56014634,126.83932271,주차장,공영주차장
벽산에어트리움 주차장,강서구,137,강서구 방화동 849-0,37.57237498,126.8069231,주차장,공영주차장
볏골공원 지하공영주차장(구),강서구,231,강서구 화곡동 98-99,37.54149243,126.84439601,주차장,공영주차장
삼보주차장(민영),강서구,32,강서구 등촌동 678-8,37.56158303,126.83962118,주차장,민영주차장
삼팔주차장(민영),강서구,11,강서구 화곡동 1026-22,37.54483274,126.83778562,주차장,민영주차장
서울식물원 제2주차장(구),강서구,202,강서구 마곡동 20-3,37.57266119,126.83517667,주차장,공영주차장
센테니아 주차장,강서구,195,강서구 마곡동 774-3,37.559754,126.831875,주차장,공영주차장
송화골목 전통시장 고객주차장(구),강서구,24,강서구 내발산동 720-4,37.54910323,126.83465308,주차장,공영주차장
수협 외발산동 공판장,강서구,630,강서구 외발산동 424-0 ,37.55266874,126.81880338,주차장,공영주차장
신방화역 공영주차장(시),강서구,199,강서구 마곡동 739,37.56706812,126.81757628,주차장,공영주차장
씨티주차장(민영),강서구,25,강서구 방화동 620-191,37.562529,126.808341,주차장,민영주차장
아름다운 아울렛 부설주차장,강서구,375,강서구 등촌동 73-1 ,37.56161859,126.85328655,주차장,공영주차장
에이스타워 마곡 주차장,강서구,184,강서구 마곡동 797-0 ,37.559357,126.834151,주차장,공영주차장
에이스프라자 주차장,강서구,40,강서구 마곡동 772-8 ,37.560574,126.833167,주차장,공영주차장
엠펠리체호텔 주차장,강서구,134,강서구 마곡동 797-10 ,37.559866,126.835247,주차장,공영주차장
영보빌딩 공영주차장(시),강서구,79,강서구 가양동 1480-10,37.56332959,126.85308175,주차장,공영주차장
용정주차장(민영),강서구,39,강서구 방화동 608-9,37.56532287,126.81606255,주차장,민영주차장
이마트 가양점,강서구,1075,강서구 가양동 449-19 ,37.55797917,126.86228699,주차장,공영주차장
중앙혈액검사센터,강서구,44,강서구 염창동 280-21 ,37.54848532,126.87135999,주차장,공영주차장
퀸즈파크나인 주차장,강서구,552,강서구 마곡동 797-1,37.55929,126.835859,주차장,공영주차장
하늘바람 빌딩,강서구,69,강서구 염창동 267-22 ,37.55163954,126.86862996,주차장,공영주차장
한국공항공사 주차장,강서구,6367,강서구 과해동 676-0 ,37.56239403,126.79885361,주차장,공영주차장
"한라주차장, 롯데마트(민영)",강서구,18,강서구 화곡동 830-3,37.53317515,126.85853343,주차장,민영주차장
호서프라자빌딩,강서구,57,강서구 등촌동 680-3 ,37.56249831,126.83992046,주차장,공영주차장
홈앤쇼핑 주차장,강서구,184,강서구 마곡동 798-0 ,37.559402,126.82448,주차장,공영주차장
홈플러스 가양점 부설주차장,강서구,706,강서구 가양동 18-24 ,37.56429661,126.85009401,주차장,공영주차장
화곡 8-1 공영주차장(구),강서구,53,강서구 화곡동 410-60,37.53851801,126.84889474,주차장,공영주차장
화곡1-1 공영주차장(구),강서구,98,강서구 화곡동 424-94,37.53142687,126.83988701,주차장,공영주차장
화곡1동 달구지길(구),강서구,29,강서구 화곡동 361-1,37.53330191,126.83776791,주차장,공영주차장
화곡1동 배다리서길(구),강서구,299,강서구 화곡동 914-3,37.5286364,126.84658497,주차장,공영주차장
화곡2-1 공영주차장(구),강서구,59,강서구 화곡동 167-10,37.53604907,126.85245729,주차장,공영주차장
화곡2동 배다리동길(구),강서구,209,강서구 화곡동 881-14,37.52962014,126.85551951,주차장,공영주차장
화곡3-1 공영주차장(구),강서구,99,강서구 화곡동 1045-0,37.54178033,126.834743,주차장,공영주차장
화곡4-1 공영주차장(구),강서구,138,강서구 화곡동 809-26,37.53431225,126.86105755,주차장,공영주차장
화곡4동 배다리동길(구),강서구,82,강서구 화곡동 842-11,37.53014317,126.8600988,주차장,공영주차장
화곡5-1 공영주차장(구),강서구,27,강서구 화곡동 1030-33,37.54391908,126.83972466,주차장,공영주차장
화곡5-2 공영주차장(구),강서구,25,강서구 화곡동 1056-2,37.54423955,126.84075413,주차장,공영주차장
화곡5-3 공영주차장(구),강서구,16,강서구 화곡동 1060-18,37.54338824,126.84232546,주차장,공영주차장
화곡6-1 공영주차장(구),강서구,298,강서구 화곡동 1103-6,37.55298682,126.84843416,주차장,공영주차장
화곡6동 방죽길(구),강서구,65,강서구 화곡동 1112-1,37.55422169,126.85208948,주차장,공영주차장
화곡6동 신학대길(구),강서구,51,강서구 화곡동 980-19,37.55037217,126.85042184,주차장,공영주차장
화곡7-1 공영주차장(구),강서구,86,강서구 화곡동 370-63,37.53601946,126.83916655,주차장,공영주차장
화곡8-2 공영주차장(구),강서구,110,강서구 화곡동 410-4,37.53771095,126.85036083,주차장,공영주차장
화곡8동 배다리동길(구),강서구,108,강서구 화곡동 890-0,37.52894159,126.84997125,주차장,공영주차장
화곡본-1 공영주차장(구),강서구,97,강서구 화곡동 56-127,37.53975106,126.84979428,주차장,공영주차장
화곡본-2 공영주차장(구),강서구,100,강서구 화곡동 46-127,37.54432744,126.8484532,주차장,공영주차장
화곡주차장(민영),강서구,31,강서구 화곡동 338-26,37.53393191,126.8459371,주차장,민영주차장
힐스테이트에코마곡역 주차장,강서구,400,강서구 마곡동 773-0 ,37.560231,126.827436,주차장,공영주차장
강서로74길,강서구,8,양천로 364 ~ 강서로74길 3,37.567493031193265,126.84201573248602,주차장,공영주차장
방화대로,강서구,6,방화동 217-140 ~ 방화동 608-2,37.566079626931526,126.81635021135638,주차장,공영주차장
초록마을로,강서구,10,까치산로 59 ~ 화곡로 226,37.54474280173678,126.84537076941817,주차장,공영주차장
R.O.K 익스프레스(민영),관악구,20,관악구 봉천동 494-3,37.48791737,126.94714267,주차장,민영주차장
강남고려병원주차장,관악구,33,관악구 봉천동 36-83 ,37.48555073,126.95681384,주차장,공영주차장
고운주차장(민영),관악구,10,관악구 봉천동 931-3,37.48281307,126.94195091,주차장,민영주차장
관악구 신림동 525-39(민영),관악구,8,관악구 신림동 525-39,37.4830891,126.91633838,주차장,민영주차장
관악구 신림동 760-19 ,관악구,1,관악구 신림동 760-19 ,37.47707191,126.91423445,주차장,공영주차장
관악구 종합신청사,관악구,275,관악구 봉천동 1570-1 ,37.4782633,126.95143128,주차장,공영주차장
관악신사시장 공영주차장(구),관악구,13,관악구 신림동 494-37,37.48671865,126.91728163,주차장,공영주차장
관악프라자(민영),관악구,16,관악구 봉천동 29-28,37.48320722,126.9555409,주차장,민영주차장
구로디지털단지역(상) 공영주차장(시),관악구,31,관악구 신림동 1677-5,37.48481135,126.90323392,주차장,공영주차장
낙성대제1공영(구),관악구,23,관악구 봉천동 1627-10,37.47778131,126.95883554,주차장,공영주차장
낙성대제2공영(구),관악구,26,관악구 봉천동 220-8,37.47474598,126.9598494,주차장,공영주차장
난곡동제1공영주차장(舊신림3동 공영주차장)(구),관악구,119,관악구 신림동 626-82,37.47220821,126.92315827,주차장,공영주차장
남부초등학교(지하주차장)(구),관악구,135,관악구 신림동 467-0,37.48490117,126.92211544,주차장,공영주차장
남양주차장(민영),관악구,18,관악구 봉천동 1658-16,37.47635968,126.96419338,주차장,민영주차장
남현동 도원빌딩,관악구,59,관악구 남현동 1059-11 ,37.476133,126.978907,주차장,공영주차장
당곡주차장(민영),관악구,32,관악구 봉천동 961-15,37.4858879,126.93446609,주차장,민영주차장
당곡중학교공영 (지하주차장)(구),관악구,159,관악구 봉천동 682-0,37.49190539,126.93300345,주차장,공영주차장
대승주차장(민영),관악구,76,관악구 신림동 322-0,37.46471508,126.92982074,주차장,민영주차장
두레(민영),관악구,77,관악구 남현동 100-3,37.46737993,126.9853186,주차장,민영주차장
런던웨딩프라자(민영),관악구,84,관악구 신림동 1487-11,37.48043741,126.91149918,주차장,민영주차장
런던웨딩프라자(민영),관악구,90,관악구 신림동 1484-7,37.481005,126.91184028,주차장,민영주차장
메카플러스 주차장,관악구,53,관악구 봉천동 463-4,37.48615857,126.94738402,주차장,공영주차장
명진유료주차장(민영),관악구,10,관악구 신림동 1659-30,37.48093884,126.90458731,주차장,민영주차장
미래주차장(민영),관악구,20,관악구 신림동 1644-3,37.48390045,126.90373444,주차장,민영주차장
바르바주차장(민영),관악구,10,관악구 신림동 1655-27,37.48189473,126.90138093,주차장,민영주차장
보라매제1공영주차장(구),관악구,133,관악구 봉천동 110-4,37.48858808,126.93454845,주차장,공영주차장
봉천복개3 공영주차장(시),관악구,62,관악구 봉천동 1467-3,37.48897708,126.92940969,주차장,공영주차장
부성주차장(민영),관악구,8,관악구 신림동 1476-55,37.47845368,126.91471053,주차장,민영주차장
삼모 더 프라임 타워,관악구,437,관악구 신림동 1638-1 ,37.48224543,126.92892962,주차장,공영주차장
삼성동제1공영(구),관악구,75,관악구 신림동 808-498,37.46874018,126.93124033,주차장,공영주차장
삼성동제1공영(구),관악구,30,관악구 신림동 322-2,37.46426571,126.93000246,주차장,공영주차장
서울대학교,관악구,757,관악구 신림동 56-1,37.460196,126.953374,주차장,공영주차장
서원동제1공영(구),관악구,34,관악구 신림동 1642-7,37.48365166,126.92677064,주차장,공영주차장
신대방역 공영주차장(시),관악구,60,관악구 신림동 498-0,37.48830327,126.91452278,주차장,공영주차장
신림동공영주차장(구),관악구,191,관악구 신림동 1456-3,37.48736246,126.92343415,주차장,공영주차장
신림동제2공영(구),관악구,33,관악구 신림동 1472-1,37.484535,126.925775,주차장,공영주차장
신림주차장(민영),관악구,5,관악구 신림동 1606-4,37.4814266,126.92760444,주차장,민영주차장
신사동 제1공영주차장(구),관악구,41,관악구 신림동 511-1,37.48444431,126.91546097,주차장,공영주차장
신성주차장(민영),관악구,10,관악구 신림동 585-50,37.47753786,126.91650079,주차장,민영주차장
신일주차장(민영),관악구,33,관악구 신림동 361-71,37.46947204,126.93083199,주차장,민영주차장
쑥고개주차장(민영),관악구,58,관악구 봉천동 1537-3,37.47799098,126.93995789,주차장,민영주차장
엘림주차장(민영),관악구,19,관악구 신림동 598-168,37.47506424,126.91975759,주차장,민영주차장
우정주차장(민영),관악구,8,관악구 신림동 512-3,37.48462696,126.91613108,주차장,민영주차장
원신공영주차장(구),관악구,174,관악구 신림동 366-0,37.469935,126.92928532,주차장,공영주차장
조원동 제1공영주차장(구),관악구,108,관악구 신림동 571-6,37.48108305,126.90574042,주차장,공영주차장
조원동제2공영(구),관악구,55,관악구 신림동 1675-8,37.48366176,126.90269482,주차장,공영주차장
중앙주차장(민영),관악구,30,관악구 신림동 1636-35,37.48077039,126.92814086,주차장,민영주차장
중앙주차장(민영),관악구,13,관악구 신림동 1514-4,37.47068927,126.93481951,주차장,민영주차장
천심주차장(민영),관악구,10,관악구 신림동 1416-36,37.4876187,126.93108924,주차장,민영주차장
한솔주차장(민영),관악구,10,관악구 봉천동 494-10,37.48746625,126.94703599,주차장,민영주차장
한승주차장(민영),관악구,36,관악구 봉천동 865-1,37.47926409,126.95120149,주차장,민영주차장
행운동제1공영주차장(舊 봉천6동 까치공영주차장)(구),관악구,79,관악구 봉천동 1677-10,37.47993264,126.96067508,주차장,공영주차장
관악로,관악구,20,신림동 150-38 ~ 신림동 150-4,37.46749340951775,126.94994278188994,주차장,공영주차장
봉천로,관악구,38,봉천로 560 ~ 봉천로 614-1,37.477703398456285,126.95989055365716,주차장,공영주차장
신사로,관악구,15,조원로 25 ~ 신사로 7,37.484570281176936,126.90630757165365,주차장,공영주차장
은천로,관악구,6,은천로 40 ~ 은천로 46,37.486090151613844,126.94005948446397,주차장,공영주차장
청림길,관악구,13,봉천동 13-8 ~ 청림길 1,37.488188366816765,126.95838674698214,주차장,공영주차장
AJ파크 커먼그라운드 주차장,광진구,27,광진구 자양동 17-9 ,37.541508,127.065143,주차장,공영주차장
강변 테크노마트,광진구,2184,광진구 구의동 546-4 ,37.53566808,127.09588109,주차장,공영주차장
건국대학교 동문회관 주차장,광진구,51,광진구 자양동 227-336,37.538247,127.074631,주차장,공영주차장
건국대학교병원 주차장,광진구,659,광진구 화양동 4-12 ,37.54043859,127.07212746,주차장,공영주차장
건국대학교사범대학부속중학교 주차장,광진구,100,광진구 화양동 528-0 ,37.54069,127.082013,주차장,공영주차장
경동 주차장(민영),광진구,140,광진구 중곡동 230-12,37.56452668,127.08078414,주차장,민영주차장
공유) 광장동 IoT 공유주차장(구),광진구,39,광진구 광장동 113-0 ,37.550192,127.110504,주차장,공영주차장
공유) 능동 IoT 공유주차장(구),광진구,11,광진구 능동 315-12 ,37.551831,127.07781,주차장,공영주차장
공유) 능동로24길 IoT 공유주차장(구),광진구,17,광진구 능동 18-60,37.552244,127.079963,주차장,공영주차장
광성빌딩 주차장,광진구,43,광진구 구의동 596-5,37.53420496,127.09137088,주차장,공영주차장
광진광장 공영주차장(구),광진구,36,광진구 군자동 374-9,37.54770648,127.07326955,주차장,공영주차장
광진구민체육센타 및 광진청소년수련관,광진구,88,광진구 광장동 313-3 ,37.54620563,127.10652123,주차장,공영주차장
광진구청,광진구,60,광진구 자양동 777-0 ,37.53842738,127.08243899,주차장,공영주차장
광진문화예술회관 및 구의회청사 주차장,광진구,140,광진구 자양동 227-344 ,37.537391,127.070962,주차장,공영주차장
광진유료주차장(민영),광진구,35,광진구 구의동 243-4,37.53794565,127.08799394,주차장,민영주차장
광진초등학교,광진구,53,광진구 구의동 60-44 ,37.54767059,127.09126261,주차장,공영주차장
구의1동 공영주차장(구),광진구,173,광진구 구의동 243-78,37.53828214,127.08789174,주차장,공영주차장
구의2동 주택가 공영주차장(구),광진구,90,광진구 구의동 30-10,37.552973,127.09285,주차장,공영주차장
구의3동 공영주차장(구),광진구,159,광진구 구의동 219-15,37.5391245,127.09138968,주차장,공영주차장
구의웰츠타워 주차장,광진구,274,광진구 구의동 252-16,37.53822888,127.08392732,주차장,공영주차장
구의주차장(민영),광진구,34,광진구 구의동 252-109,37.53868101,127.08372075,주차장,민영주차장
국립정신건강센터,광진구,481,광진구 중곡동 30-1 ,37.56511467,127.08507134,주차장,공영주차장
그랜드파크 오피스텔,광진구,74,광진구 구의동 76-1 ,37.5513831,127.08933645,주차장,공영주차장
글로벌시티오피스텔 주차장,광진구,45,광진구 화양동 49-12,37.54167524,127.06640215,주차장,공영주차장
금계주차장(민영),광진구,40,광진구 중곡동 637-7,37.55898383,127.07642955,주차장,민영주차장
능동공영주차장(구),광진구,77,광진구 능동 205-0,37.55402859,127.08027026,주차장,공영주차장
대승주차장011-259-7583(민영),광진구,60,광진구 자양동 690-33,37.53044488,127.08750035,주차장,민영주차장
도광빌딩 주차장,광진구,45,광진구 자양동 219-2,37.53622778,127.08322796,주차장,공영주차장
동서울 노외주차장(구),광진구,25,광진구 구의동 598-1,37.53352007,127.0913292,주차장,공영주차장
동서울 호텔길(B) 공영주차장(구),광진구,27,광진구 구의동 609-1 ,37.53306,127.091675,주차장,공영주차장
동서울호텔길 노상공영주차장(구),광진구,26,광진구 자양동 609-1,37.533596,127.091582,주차장,공영주차장
동원주차장(민영),광진구,40,광진구 군자동 61-0,37.55495535,127.07566145,주차장,민영주차장
동일민영주차장(민영),광진구,21,광진구 군자동 362-1,37.54940215,127.07109232,주차장,민영주차장
뚝섬1주차장[윈드서핑장 앞],광진구,67,광진구 자양동 409-0 ,37.52758321,127.07838278,주차장,공영주차장
뚝섬2주차장[안내센터 앞],광진구,356,광진구 자양동 435-0 ,37.529021,127.073261,주차장,공영주차장
뚝섬3주차장[수영장 앞],광진구,112,광진구 자양동 112-0,37.530632,127.067414,주차장,공영주차장
뚝섬4주차장[청담대교 하부],광진구,136,광진구 자양동 97-5,37.531401,127.064373,주차장,공영주차장
래미안프리미어팰리스 주차장,광진구,129,광진구 자양동 859-0 ,37.537695,127.081503,주차장,공영주차장
로데오프라자 주차장,광진구,15,광진구 자양동 5-13,37.53965549,127.06919289,주차장,공영주차장
롯데백화점 건대시티점 주차장,광진구,1452,광진구 자양동 227-342 ,37.539134,127.071341,주차장,공영주차장
명성 주차장,광진구,20,광진구 자양동 24-19 ,37.540083,127.06344,주차장,공영주차장
목림빌딩 주차장,광진구,54,광진구 구의동 599-0,37.53364467,127.09186271,주차장,공영주차장
삼영빌딩 주차장,광진구,19,광진구 화양동 48-14,37.54115138,127.06795245,주차장,공영주차장
삼정주차장(민영),광진구,13,광진구 자양동 601-21,37.53195357,127.07594273,주차장,민영주차장
서울자양초등학교,광진구,48,광진구 자양동 222-6 ,37.53680548,127.07955786,주차장,공영주차장
서원주차장(민영),광진구,52,광진구 자양동 219-5,37.53638651,127.08259995,주차장,민영주차장
선덕빌딩 주차장,광진구,25,광진구 자양동 553-15,37.53616173,127.06625869,주차장,공영주차장
선두주차장(민영),광진구,9,광진구 자양동 216-15,37.53701105,127.08647443,주차장,민영주차장
성원주차장(민영),광진구,30,광진구 중곡동 341-27,37.55684853,127.08119373,주차장,민영주차장
성진강변스파랜드,광진구,139,광진구 구의동 593-15 ,37.5349417,127.09125929,주차장,공영주차장
송림 기사식당길 공영주차장(구),광진구,45,광진구 자양동 227-1,37.53628529,127.07647718,주차장,공영주차장
송림 기사식당길 공영주차장(구),광진구,39,광진구 자양동 794-0,37.53550977,127.0765292,주차장,공영주차장
송림기사식당길(B) 공영주차장(구),광진구,8,광진구 자양동 584-24,37.53100651,127.07491482,주차장,공영주차장
송림기사식당길(B) 공영주차장(구),광진구,9,광진구 자양동 601-5,37.5321987,127.07552315,주차장,공영주차장
스테이더디자이너스군자오피스텔 주차장,광진구,100,광진구 군자동 473-21 ,37.557336,127.077946,주차장,공영주차장
신성시장길공영노상주차장(구),광진구,9,광진구 중곡동 83-16,37.55763961,127.08956581,주차장,공영주차장
신성시장길공영노상주차장(구),광진구,26,광진구 중곡동 88-21,37.55628397,127.09148449,주차장,공영주차장
신성시장길노상공영주차장(구),광진구,4,광진구 구의동 558-11,37.55470191,127.09375514,주차장,공영주차장
실로암사우나 중곡점 주차장,광진구,65,광진구 중곡동 169-80 ,37.56907837,127.08555024,주차장,공영주차장
아차산공원 부설주차장,광진구,39,광진구 광장동 5-130,37.55208299,127.10014938,주차장,공영주차장
어린이대공원(구의문),광진구,315,광진구 능동 18-14 ,37.54537938,127.0853116,주차장,공영주차장
어린이대공원(상상나라),광진구,391,광진구 능동 436-10 ,37.55093306,127.07649254,주차장,공영주차장
어린이대공원(후문),광진구,252,광진구 능동 270-12 ,37.55188775,127.08723617,주차장,공영주차장
연한빌딩,광진구,47,광진구 화양동 6-2,37.54064061,127.07017995,주차장,공영주차장
영동유료주차장(민영),광진구,25,광진구 자양동 235-3,37.53654867,127.06120832,주차장,민영주차장
와이엠프라젠스파,광진구,201,광진구 자양동 663-21 ,37.53090327,127.08416216,주차장,공영주차장
웅진 주차장,광진구,12,광진구 화양동 8-27 ,37.54114802,127.06984746,주차장,공영주차장
웨이드스포츠학원 주차장(민영),광진구,8,광진구 자양동 613-30,37.5340225,127.07846603,주차장,민영주차장
이삭주차장(민영),광진구,19,광진구 자양동 5-4,37.53836837,127.06870983,주차장,민영주차장
일승 주차장(민영),광진구,40,광진구 자양동 7-6,37.540273,127.069045,주차장,민영주차장
자양4동공영주차장(구),광진구,86,광진구 자양동 5-5,37.53867795,127.06824343,주차장,공영주차장
자양유수지 공영주차장(구),광진구,281,광진구 자양동 594-0,37.529677,127.077601,주차장,공영주차장
자양전통시장 공영주차장(구),광진구,24,광진구 자양동 631-18,37.53380376,127.08160385,주차장,공영주차장
자양주차장(민영),광진구,29,광진구 자양동 218-13,37.536326,127.0811236,주차장,민영주차장
자양한강도서관,광진구,28,광진구 자양동 594-0 ,37.52934117,127.07758161,주차장,공영주차장
재성빌딩 주차장,광진구,40,광진구 자양동 17-5 ,37.541566,127.064822,주차장,공영주차장
재영주차장(민영),광진구,15,광진구 화양동 111-62,37.54702247,127.07222961,주차장,민영주차장
제일빌딩 주차장,광진구,20,광진구 자양동 216-2,37.53694417,127.08620875,주차장,공영주차장
중곡3동 마을공원 주차장(구),광진구,162,광진구 중곡동 195-1,37.56993873,127.08469308,주차장,공영주차장
중곡문화체육센터,광진구,58,광진구 중곡동 168-8 ,37.56778898,127.08464696,주차장,공영주차장
중곡복개천 공영주차장(B)(구),광진구,35,광진구 중곡동 277-20,37.56020438,127.08596297,주차장,공영주차장
중곡복개천 공영주차장(구),광진구,41,광진구 중곡동 150-196,37.5600882,127.08663414,주차장,공영주차장
중곡시장주차장(구),광진구,19,광진구 중곡동 221-6,37.56387377,127.08198483,주차장,공영주차장
중마주차장(민영),광진구,20,광진구 중곡동 235-5,37.56502384,127.07755688,주차장,민영주차장
청화유료주차장,광진구,102,광진구 화양동 49-9 ,37.54205344,127.06516199,주차장,공영주차장
청화주차장(민영),광진구,20,광진구 화양동 49-21,37.54223776,127.06526575,주차장,민영주차장
커먼그라운드 주차장,광진구,20,광진구 자양동 17-1 ,37.541105,127.066038,주차장,공영주차장
터미널유료주차장(민영),광진구,38,광진구 구의동 546-10,37.53406936,127.09470749,주차장,민영주차장
학산코스모스텔,광진구,61,광진구 광장동 110-0 ,37.55140234,127.11034012,주차장,공영주차장
한림타워 주차장,광진구,215,광진구 화양동 7-3 ,37.54082613,127.06906796,주차장,공영주차장
한승빌딩 주차장,광진구,31,광진구 자양동 216-10,37.53652636,127.08485896,주차장,공영주차장
행복(민영),광진구,16,광진구 능동 247-3,37.5542033,127.08612939,주차장,민영주차장
현대주차장(민영),광진구,18,광진구 자양동 680-29,37.53290403,127.08607105,주차장,민영주차장
화양동 공영(구),광진구,44,광진구 화양동 63-2,37.54530284,127.07121883,주차장,공영주차장
훼미리주차장(민영),광진구,32,광진구 중곡동 626-11,37.55977145,127.07697151,주차장,민영주차장
AJ파크 고척스카이점(민영),구로구,90,구로구 고척동 76-15,37.49924752,126.86470924,주차장,민영주차장
AJ파크 주차장(구로점)(민영),구로구,77,구로구 구로동 94-1,37.49510602,126.89186155,주차장,민영주차장
KT개봉빌딩,구로구,116,구로구 개봉동 280-7 ,37.48671161,126.85769069,주차장,공영주차장
NC백화점 신구로점[구로역 4호점],구로구,900,구로구 구로동 573-0 ,37.50114707,126.8827651,주차장,공영주차장
OPUS1,구로구,469,구로구 구로동 611-26 ,37.50459265,126.87691078,주차장,공영주차장
